OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
462,Kaintuck Fen ,Prescribed Fire,GPS-Walked,1,2021/05/04 22:51:23+00,2021/05/04 22:51:23+00,2021/01/13 21:00:00+00,72.0054821575753,{C754026F-3074-4279-8361-7C54106165E8},2021 NIFS,,DEFAULT,,,,56,1,MOMOC,,,,,,,,,Unknown,,,,,2021/01/13 14:00:00+00,,,,,,,,,EACC,,,,,,Kaintuck Fen ,,RX,FI,37.86,-91.9222,,,{AE7DCA3D-7B26-43AD-8200-E2865D0A1FC2},,0,0,0,0,0,,000016,,,,Phelps,MOMOC,29161,FS,MOMTF,,,,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000016,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/01/14 18:01:07+00,2021/01/14 18:01:07+00,{14993599-0E9C-40FF-8000-973170A4FB7D},0.0468365865897572,-2.98359100892344e-05
469,Haun ,Wildfire Daily Fire Perimeter,Mixed Methods,0.59,2021/05/04 22:55:49+00,2021/05/04 22:55:49+00,,0.585175026572852,{07626AAF-2187-4322-967C-55C418B5B87F},2021 NIFS,,CERTIFIED,,2021/03/18 20:00:00+00,2021/03/18 20:00:00+00,0.5,0.5,MTBDC,,,,2021/05/15 20:22:19+00,,,,,Human,Other Human Cause,Trash Burning,NVV6,,2021/03/17 22:34:59+00,,2021/03/31 21:30:00+00,,,,,,,NRCC,,,,,,Haun,,WF,FI,45.36282,-108.5627,0.5,2021/03/18 19:14:00+00,{AFA73DB7-7672-4C93-88DF-D616F9C35207},1,0,0,0,0,0,,210047,,,,Big Horn,MTBDC,30003,BIA,MTCRA,,BIA,Federal,,,,,,,NR14,BIA,MTCRA,US-MT,Grass,GR2,,,,2021-MTCRA-210047,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/15 20:22:19+00,2021/03/20 01:16:51+00,{BB8158C8-6409-41FE-AF75-33A563078D7B},0.00229606899112954,-2.71966565370872e-07
499,SE Twistal Swamp,Wildfire Daily Fire Perimeter,Hand Sketch,50,2021/05/04 22:55:51+00,2021/05/04 22:55:51+00,2021/03/20 13:30:09+00,61.9351886031457,{823C1BA8-CEAD-40E5-9338-95B6257E1615},2021 NIFS,,DEFAULT,,,2021/03/20 12:20:00+00,106,50,MNMNCC,,,,,,,,,Unknown,Investigated but Undetermined,,,,2021/03/20 08:00:00+00,,2021/04/11 19:44:02+00,,,,,,,EACC,,,,,,SE Twin Lakes,,WF,FI,,,,2021/03/20 09:06:00+00,{80C2BFCF-24A1-4F09-B507-58CAE583055D},,0,,,,,,121039,,,,Kittson,MNMNCC,27069,DNR,MNMNS,,State,Other,,,,,,,EA01,DNR,MNMNS,US-MN,Grass-Shrub,GS3,,,,2021-MNMNS-121039,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/11 19:53:01+00,2021/03/20 08:59:53+00,{BC89A7AF-FCDC-497D-8C59-3B2615CD5A2C},0.0260643973711471,-3.05604364264129e-05
513,Salt Springs,Wildfire Daily Fire Perimeter,Auto-generated,190.47111324714,2021/05/04 22:51:36+00,2021/05/04 22:51:36+00,2021/02/05 22:10:00+00,190.470355544175,{F6CFFCCB-02FA-43BA-A928-260A1B138093},2021 NIFS,,CERTIFIED,,2021/02/06 20:55:00+00,2021/04/17 15:00:00+00,183,1,FLFIC,,,,2021/07/13 12:02:30+00,,,,,Human,Other Human Cause,,NT0B,,2021/02/05 15:10:00+00,,2021/04/17 15:00:00+00,,,,,P8,0805,SACC,,,,,,Salt Springs,,WF,FI,29.31665,-81.7909,30,2021/02/05 16:15:00+00,{FA1BE182-44B5-4922-AAF6-16E51B43011B},,0,0,0,0,0,,000116,,,,Marion,FLFIC,12083,FS,FLFNF,,USFS,Federal,,,,,,,SA48,FS,FLFNF,US-FL,Grass,GR3,,,,2021-FLFNF-000116,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/13 12:02:32+00,2021/02/05 16:53:00+00,{9BBD120C-6569-49A2-9C39-CDE12BA7E37D},0.0570937140721491,-7.15813313720684e-05
541,Ellsworth,Wildfire Daily Fire Perimeter,GPS-Walked,0.11,2021/05/19 22:01:23+00,2021/05/19 22:01:23+00,2021/03/18 20:58:59+00,0.111438631450026,{0BC702B4-CEA7-42D8-A896-E92927768F75},FFP,,CERTIFIED,0.11,2021/03/18 21:10:00+00,2021/03/18 21:14:59+00,0.1,0.1,MTKIC,,,,2021/05/19 22:01:21+00,,,,,Human,Debris/Open Burning,Yard Debris,,07014,2021/03/18 20:15:25+00,,2021/03/23 15:30:00+00,,,,,,,NRCC,,,,,,Ellsworth,,WF,FI,48.02863,-114.227,,2021/03/18 20:16:00+00,{B200FF52-A3FD-4527-95E2-FFEFD6C3EDE5},1,0,0,0,0,0,,000034,,,,Flathead,MTKIC,30029,DNRC,MTNWS,,Private,Private,,,,,,,NR02,DNRC,MTNWS,US-MT,Grass,GR2,,,,2021-MTNWS-000034,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/19 22:01:22+00,2021/03/19 13:35:16+00,{E3916776-8116-4B20-845B-84F02693C5B9},0.00128379744816872,-5.43800810040555e-08
553,Bilderback,Wildfire Daily Fire Perimeter,Phone/Tablet,1.69411536098002,2021/05/04 22:51:29+00,2021/05/04 22:51:29+00,2021/01/20 04:41:00+00,1.69410763635363,{E3856871-1A9E-45A9-ABB8-D0267CCCFC5B},2021 NIFS,,CERTIFIED,,2021/01/19 23:50:00+00,2021/01/23 17:12:00+00,2,1,FLFIC,,,,2021/07/13 12:00:43+00,,,,,Human,Other Human Cause,,NS92,,2021/01/19 21:41:00+00,,2021/01/24 16:15:59+00,,,,,P8,0805,SACC,,,,,,Bilderback,,WF,FI,29.02908,-81.49379,0.1,2021/01/19 23:29:59+00,{7B99CC45-311E-4247-B6BA-BA248B972825},,0,0,0,0,0,,000053,,,,Lake,FLFIC,12069,FS,FLFNF,,USFS,Federal,,,,,,,SA48,FS,FLFNF,US-FL,Timber,TL6,,,,2021-FLFNF-000053,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/13 12:00:44+00,2021/01/19 22:50:29+00,{5A2E33BF-CA0F-4486-AF19-831C01B75C9B},0.00536422786189561,-6.35019559837944e-07
584,Brushy,Wildfire Daily Fire Perimeter,Mixed Methods,7,2021/05/04 22:56:07+00,2021/05/04 22:56:07+00,,22.3801127188974,{F859DE27-878B-4B90-B625-B5221430A1B9},2021 NIFS,,DEFAULT,,2021/03/09 00:30:00+00,2021/03/09 00:59:59+00,7,0.1,ARAOC,,,,,,,,,Human,Incendiary,Field Burning,NU3W,,2021/03/08 21:00:00+00,,2021/03/09 00:59:59+00,,,,,PA,1522,SACC,,,,,,BRUSHY,,WF,FI,34.6404,-95.79543,7,,{7E4F72A2-C6D6-4E9A-8D43-AF7F90C9121B},,0,1,0,0,0,,000487,,,,Pittsburg,ARAOC,40121,,,,Private,Private,,,,,,,SA17A,BIA,OKTLA,US-OK,,,,,,2021-OKTLA-000487,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/03/17 13:37:53+00,2021/03/10 15:46:26+00,{E90CA4B9-C907-4FBA-91EF-1E515BFA95AC},0.0279395738158612,-8.90326955630962e-06
608,Chute Ridge,Prescribed Fire,Hand Sketch,1,2021/05/04 22:55:40+00,2021/05/04 22:55:40+00,2021/03/08 18:41:30+00,654.244619469911,{169F9485-10AE-4409-9E22-22AF2332636A},2021 NIFS,,DEFAULT,654.25,,,283,1,MOMOC,,,,,,,,,Unknown,,,,,2021/03/08 12:41:30+00,,,,,,,,,EACC,,,,,,Chute Ridge,,RX,FI,36.5686,-93.7965,,,{9DB57744-8281-4EB5-98D1-8128131B0AC8},,0,0,0,0,0,,000101,,,,Barry,MOMOC,29009,DOC,MOMOS,,State,Other,,,,,,,EA12,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000101,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/03/19 19:49:07+00,2021/03/09 23:17:53+00,{C4DDC496-F468-40D2-9F2D-199AA520281F},0.0686210132168064,-0.000266624471582377
612,0024 RS ,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/07 23:28:38+00,2021/05/07 23:28:38+00,2021/03/08 23:43:20+00,0.00368588504069391,{E4B9D737-2B18-4BFF-B9D7-F7F4F12648DC},FFP,,CERTIFIED,,2021/02/24 00:41:00+00,2021/02/24 00:42:00+00,0.1,0.1,ORCOC,,,,2021/05/07 23:28:35+00,,,,,Human,Other Human Cause,Campfire,NT5G,,2021/02/23 22:33:00+00,,2021/04/20 15:55:00+00,,,,,PD,1502,NWCC,,,,,,0024 RS ,,WF,FI,44.09085,-121.124,,2021/02/23 22:44:59+00,{7D809E7A-39E5-4783-8CE0-EBDCC07EAF26},1,0,1,0,1,1,,000024,,,,Deschutes,ORCOC,41017,BLM,ORPRD,,BLM,Federal,,,,,,,NW06,BLM,ORPRD,US-OR,Grass-Shrub,GS2,,,,2021-ORPRD-000024,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/07 23:28:36+00,2021/02/23 23:09:47+00,{05AD5337-5B29-4BDC-97F2-B6C21E6D0863},0.000158714645367941,-1.67644923779511e-09
621,Thousand Springs,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/08/03 17:02:50+00,2021/08/03 17:02:50+00,,4.8205924744932,{416E2873-B562-4F6B-9B50-35AD2C60A16E},FFP,,CERTIFIED,,2021/03/02 00:43:00+00,2021/03/02 21:06:00+00,20,20,ORLFC,,,,2021/08/03 17:02:47+00,,,,,Human,Other Human Cause,,NT9G,,2021/03/01 21:53:00+00,,2021/03/04 19:11:00+00,,,,,PD,1502,NWCC,,,,,,Thousand Springs,,WF,FI,42.97247,-120.7757,20,2021/03/01 21:58:00+00,{1927C9A0-A226-4A82-A3E6-675EA42E260E},,0,1,0,0,0,,210103,,,,Lake,ORLFC,41037,BLM,ORLAD,,BLM,Federal,,,,,,,NW12,BLM,ORLAD,US-OR,Grass-Shrub,GS2,,,,2021-ORLAD-210103,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 17:02:48+00,2021/03/01 23:07:38+00,{04DB020B-FBFB-4C93-9EA6-C8DFCE355011},0.0104164416179768,-2.15229565245194e-06
630,MUDDY,Wildfire Daily Fire Perimeter,GPS-Walked,4.1,2021/06/01 19:40:36+00,2021/06/01 19:40:36+00,,4.10184256764674,{78514E9A-5F44-452F-B1E9-1950513F2984},FFP,,CERTIFIED,,2021/03/08 00:17:59+00,2021/03/08 00:20:59+00,4.1,,MTRBAC,,,,2021/06/01 19:40:33+00,,,,,Human,Debris/Open Burning,Ditch/Fence,NY7S,,2021/03/07 23:28:00+00,,2021/03/08 16:59:00+00,,,,,,,NRCC,,,,,,MUDDY ,,WF,FI,,,,2021/03/07 23:42:59+00,{084D0EA3-D1FF-470E-B18B-8101C47885D7},1,0,0,,,,,MTRBA-007,,,,Hill,MTRBAC,30041,,MTCCT,,Tribal,Other,,,,,,,NR13,BIA,MTCCT,US-MT,Grass,GR1,,,,2021-MTCCT-MTRBA-007,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/06/01 19:40:35+00,2021/03/08 00:35:13+00,{F2D5A480-1FD6-450E-8090-B1C43CDA41BE},0.00995740204308036,-2.01305767274076e-06
632,Tire Fire,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/10/14 17:08:57+00,2021/10/14 17:08:57+00,2021/03/10 03:04:00+00,11.8531005723132,{7BAB0466-F382-42EE-8AA8-695302275C6F},FFP,,CERTIFIED,11.85,2021/03/09 21:35:00+00,2021/03/17 22:05:00+00,12,12,MOMOC,,,,2021/10/14 17:08:39+00,,,,,Human,Debris/Open Burning,,NVA5,,2021/03/09 19:21:59+00,,2021/03/17 22:05:00+00,,,,,P9,0905,EACC,,,,,,Tire,,WF,FI,37.48595,-92.13701,50,,{02340C9D-D152-4BBA-8DA2-709491FC1EC2},,0,0,0,0,0,,000126,,,,Texas,MOMOC,29215,,,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,Grass-Shrub,GS3,,,,2021-MOMTF-000126,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/10/14 17:08:41+00,2021/03/15 17:15:08+00,{5A2D7325-F1F8-49BD-8811-CB4B058E6379},0.0180696385463651,-4.88713333369962e-06
633,Little Creek,Wildfire Daily Fire Perimeter,Auto-generated,1,2021/06/14 14:39:10+00,2021/06/14 14:39:10+00,2021/03/10 22:28:51+00,2.46759187512217,{98C08496-A2AC-4F2E-9FDB-DC62ED7D1D1F},FFP,,CERTIFIED,,2021/03/10 22:10:00+00,2021/03/16 17:00:00+00,3.1,1,ARAOC,,,,2021/06/14 14:39:08+00,,,,,Human,Debris/Open Burning,"Other, Known",NU3Z,,2021/03/10 16:28:00+00,,2021/03/16 17:00:00+00,,,,,P8,0809,SACC,,,,,,Little Creek,,WF,FI,34.15483,-94.73421,4,2021/03/10 17:32:59+00,{649EDADF-63CD-4563-ABA5-61E9D1769B8B},,0,0,0,0,0,,000489,,,,McCurtain,ARAOC,40089,FS,AROUF,,USFS,Federal,,,,,,,SA17A,FS,AROUF,US-OK,Timber,TL8,,,,2021-AROUF-000489,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/14 14:39:08+00,2021/03/10 17:10:35+00,{0C657A3D-5F51-402E-9CBA-C9F65172A9C9},0.00427368109461067,-9.76100352815836e-07
651,Tyler 10:41,Wildfire Daily Fire Perimeter,Mixed Methods,16.56,2021/05/04 22:55:38+00,2021/05/04 22:55:38+00,,16.5612038242567,{E2392512-BEE7-4CC5-96BE-161B2DCFD984},2021 NIFS,,DEFAULT,,2021/03/08 21:55:00+00,2021/03/12 20:46:36+00,17,6,TXTIC,,,,,Moderate,,,,Human,Debris/Open Burning,Yard Debris,,,2021/03/08 16:41:00+00,Type 5 Incident,2021/03/12 20:48:59+00,,,,,,,SACC,,,,,,Tyler 10:41,,WF,FI,30.671,-94.259,,,{AAE9E768-3578-4F85-8499-5AA414841C9A},,0,,,,,0,210716,100,,,Tyler,TXTIC,48457,SFS,TXTXS,,State,Other,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Grass and Understory),,,2021-TXTXS-210716,No Decision,wires,wires,0,,,,IRWIN,,2021/03/12 20:49:16+00,2021/03/08 18:35:15+00,{4B0206F2-FEA9-4488-B330-4403CA447CD7},0.0116380179148529,-6.30846519911189e-06
665,Booth ,Wildfire Daily Fire Perimeter,GPS-Walked,60,2021/05/28 20:30:54+00,2021/05/28 20:30:54+00,2021/03/07 09:52:00+00,20.6813443047422,{BB659AB3-167D-45F3-84F3-32FF25B70410},FFP,,DEFAULT,20.68,2021/03/07 06:54:00+00,2021/03/13 19:28:59+00,52,60,MOMOC,,,,,,,,,Human,Debris/Open Burning,Broadcast/Prescribed Burn,NUP1,,2021/03/07 03:52:00+00,,2021/03/13 19:28:59+00,,,,,P9,0905,EACC,,,,,,Booth ,,WF,FI,37.710278,-92.385556,60,,{F2C48323-E092-4602-8BD8-95355FD18CE7},,0,0,0,0,0,,000081,,,,Laclede,MOMOC,29105,FS,MOMTF,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,Timber,TL6,,,,2021-MOMTF-000081,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/03/19 17:41:39+00,2021/03/07 05:37:11+00,{51E81D72-2766-4F52-9A70-45583643424F},0.021525875275913,-8.54948439490726e-06
666,Longstreet,Wildfire Daily Fire Perimeter,GPS-Walked,13.33,2021/05/04 22:55:38+00,2021/05/04 22:55:38+00,,13.3812155567859,{0A8F130E-869E-413B-9B53-305C54A4C49A},2021 NIFS,,DEFAULT,,,,13,13,ILILC,,,,,,,,,Human,Debris/Open Burning,,NU3T,,2021/03/08 20:58:59+00,,,,,,,,,EACC,,,,,,Longstreet - MABAS,,WF,FI,37.75361,-88.93604,,,{EE59B3E3-7E19-4A79-8864-75A38D914115},,0,1,1,0,0,,210089,,,,Williamson,ILILC,17199,,,,Private,Private,,,,,,,EA14,DFR,ILILS,US-IL,Grass,GR9,,,,2021-ILILS-210089,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/11/04 14:48:15+00,2021/03/10 20:19:10+00,{847147BA-E002-4DD5-8379-506A316D79AB},0.0119053658598941,-5.53639024890423e-06
669,312002,Wildfire Daily Fire Perimeter,Hand Sketch,18,2021/05/04 22:55:47+00,2021/05/04 22:55:47+00,2021/03/14 23:30:50+00,18.4764518611409,{1B83DD76-27C0-4BF1-B17C-738A64EC0C69},2021 NIFS,,DEFAULT,,2021/03/14 21:30:00+00,2021/03/14 22:30:00+00,18,18,MNMNCC,,,,,,,,,Human,Debris/Open Burning,Yard Debris,,,2021/03/14 18:30:51+00,,2021/03/16 15:07:19+00,,,,,,,EACC,,,,,,312002,,WF,FI,,,,2021/03/14 18:45:00+00,{6D116868-5D81-4766-B408-FFA4DC96AD58},1,0,,,,,,312002,,,,Sherburne,MNMNCC,27141,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Grass,,,,,2021-MNMNS-312002,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/03/16 15:15:47+00,2021/03/15 19:50:15+00,{7EE38927-8A98-453C-B19C-900866C6D5D7},0.0140828052051567,-8.61140911050306e-06
692,Pipe,Wildfire Daily Fire Perimeter,Auto-generated,11.25869031,2021/05/14 19:07:23+00,2021/05/14 19:07:23+00,2021/01/16 03:30:59+00,11.2586535822472,{D0E2F2F7-353D-460D-8098-217772EDEF8A},FFP,,CERTIFIED,,2021/01/16 01:10:00+00,2021/01/25 15:57:00+00,16.9,0.1,AZPHC,,,,2021/05/14 19:07:20+00,,,,,Human,Firearms/Weapons,,NS7C,,2021/01/15 20:31:00+00,,2021/01/25 15:57:00+00,,,,,P3,0312,SWCC,,,,,,Pipe,,WF,FI,33.30744,-111.2463,10,2021/01/15 20:35:59+00,{F0BA10B2-0EF2-4F05-BD06-1695ED584E69},,0,1,0,0,1,,000094,,,,Pinal,AZPHC,04021,FS,AZTNF,,USFS,Federal,,,,,,,SW06N,FS,AZTNF,US-AZ,Grass,GR3,,,,2021-AZTNF-000094,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/14 19:07:22+00,2021/01/15 23:39:52+00,{90A2814E-5D97-454F-A4BB-34720882712D},0.00990073328035168,-4.41018149090753e-06
708,Melder One,Wildfire Daily Fire Perimeter,Mixed Methods,2518.27,2021/05/04 22:55:41+00,2021/05/04 22:55:41+00,,2518.25547190024,{FD62F959-140E-4874-95CE-19885ED7AE99},2021 NIFS,,DEFAULT,,2021/03/09 20:29:59+00,2021/03/09 20:19:59+00,2600,0.1,LALIC,16000,,,,Minimal,,,,Unknown,,,NU2N,,2021/03/09 01:10:00+00,Type 4 Incident,2021/03/17 17:02:00+00,0,100,0,0,,,SACC,2021/03/15 13:15:00+00,2021/03/15 12:59:59+00,2021/03/15 13:15:00+00,F,Type 4 IC,Melder 1,Camp Claibourne,WF,FI,31.1181,-92.56084,2,,{2B8A0372-0206-42BC-A1F2-C0E96AC3B929},,0,1,0,0,1,0,000032,100,100,,Rapides,LALIC,22079,FS,LAKIF,,USFS,Federal,,,,,,,SA19,FS,LAKIF,US-LA,,,Timber (Litter and Understory),,33,2021-LAKIF-000032,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/04/01 16:20:12+00,2021/03/09 02:26:37+00,{1734CEED-DD29-4142-938A-1F753412D76F},0.14399769193293,-0.000963485578330482
726,Blackberry ,Wildfire Daily Fire Perimeter,Mixed Methods,7.79,2021/05/04 22:55:27+00,2021/05/04 22:55:27+00,,7.78515047834632,{C1C32253-992D-477E-A61A-D78B14D4C41D},2021 NIFS,,DEFAULT,,2021/03/04 01:31:59+00,2021/03/05 22:20:00+00,8.62,8,AZADC,,,,,,,,,Human,,,NT96,,2021/03/02 21:33:00+00,,2021/03/07 19:28:59+00,,,,,PN,1522,SWCC,,,,,,BLACKBERRY,,WF,FI,31.467,-109.7319,8,,{6B2F06E3-1242-41C1-A8C7-91B55A85090C},,0,0,0,0,0,,000178,,,,Cochise,AZTDC,04003,,,,Private,Private,,,,,,,SW06S,SF,AZA3S,US-AZ,,,,,,2021-AZA3S-000178,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/03/27 16:52:51+00,2021/03/03 01:37:13+00,{ACC4BEF1-21A7-4BBC-B64A-335528202B4A},0.0149161054943079,-2.98967235137635e-06
728,412,Wildfire Daily Fire Perimeter,GPS-Walked,12,2021/06/07 20:35:42+00,2021/06/07 20:35:42+00,2021/03/08 00:21:02+00,9.97925938572897,{63F239C6-8852-4B3C-82AA-46B168FDC510},FFP,,CERTIFIED,9.98,2021/03/07 22:25:00+00,2021/03/17 19:43:00+00,12,12,MOMOC,,,,2021/06/07 20:35:39+00,,,,,Human,Debris/Open Burning,Field Burning,NUT4,,2021/03/07 18:20:59+00,,2021/03/17 19:43:00+00,,,,,P9,0905,EACC,,,,,,412,,WF,FI,36.89933,-92.04221,,2021/03/07 18:41:00+00,{C4619899-69C1-4D79-ADB5-CC43D371380B},1,0,0,0,0,0,,000088,,,,Howell,MOMOC,29091,FS,MOMTF,,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,Timber,TL6,,,,2021-MOMTF-000088,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/07 20:35:40+00,2021/03/07 22:42:49+00,{AD6D6480-3BB3-4D61-8458-6259D8841190},0.0119850354311875,-4.08275876949542e-06
729,MARAMEC,Wildfire Daily Fire Perimeter,Auto-generated,1,2021/05/04 22:55:41+00,2021/05/04 22:55:41+00,2021/03/10 00:59:59+00,405.10545121478,{13616B28-6DAD-4E5B-951C-66AE88AE4E1D},2021 NIFS,,DEFAULT,,2021/03/09 22:30:00+00,2021/03/10 02:00:00+00,367,1,ARAOC,,,,,,,,,Unknown,Cause and Origin Not Identified,,NU21,,2021/03/09 18:59:59+00,,2021/03/10 18:00:00+00,,,,,PA,1522,SACC,,,,,,MARAMEC,,WF,FI,36.24688,-96.64436,,,{D709FAB1-D00B-4A55-AA91-AC3E7F49A3B6},,0,1,0,0,0,,000481,,,,Pawnee,ARAOC,40117,,,,BIA,Federal,,,,,,,SA03,BIA,OKPAA,US-OK,,,,,,2021-OKPAA-000481,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/03/19 18:11:47+00,2021/03/10 14:30:49+00,{F540489B-1D8F-4B5F-88D1-DBF3957AAAFD},0.0747560677941064,-0.000164368221045899
736,Roby Lake B,Prescribed Fire,GPS-Walked,1,2021/05/04 22:55:27+00,2021/05/04 22:55:27+00,2021/03/04 19:10:34+00,475.854137430315,{1C32F6DF-F764-43A3-8771-1A29EF74F219},2021 NIFS,,DEFAULT,475.86,,,450,1,MOMOC,,,,,,,,,Unknown,,,,,2021/03/04 13:10:34+00,,,,,,,,,EACC,,,,,,Roby Lake B,,RX,FI,37.55157,-92.13995,,,{01D9EF75-C363-4D8D-9882-CEEF4CC9F624},,0,0,0,0,0,,000053,,,,Texas,MOMOC,29215,FS,MOMTF,,,,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000053,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/04/16 15:36:46+00,2021/03/04 13:15:38+00,{A6B9A649-A606-4F82-B1F4-007E3C159672},0.0690296216319289,-0.00019627619776295
759,GRAPEVINE,Wildfire Daily Fire Perimeter,Phone/Tablet,1,2021/07/07 14:19:13+00,2021/07/07 14:19:13+00,2021/03/14 08:53:03+00,86.206552111122,{02858FC2-568B-4CD7-BFA6-57BAE0CFD29A},FFP,,CERTIFIED,86.2187,2021/03/20 00:25:00+00,2021/03/21 23:10:00+00,86,1,CASBCC,,,,2021/07/07 14:19:32+00,,,,,Human,Debris/Open Burning,Yard Debris,NU74,,2021/03/14 02:53:00+00,,2021/03/21 23:10:00+00,,,,,PD,1522,OSCC,,,,,,GRAPEVINE,,WF,FI,35.71001,-117.8398,,2021/03/14 02:56:00+00,{76E76EF2-A010-4AC9-8BD8-6A96987876F5},1,0,1,0,0,1,,004735,,,,Kern,CACCCC,06029,BLM,CACDD,,BLM,Federal,,,,,,,SC03,BLM,CACDD,US-CA,Grass-Shrub,GS2,,,,2021-CACDD-004735,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2021/03/14 22:00:10+00,,IRWIN,,2021/07/07 14:19:11+00,2021/03/14 03:10:17+00,{2FC535EF-D384-416B-AC3E-FEC41FC274B4},0.0671486903580555,-3.4759627144355e-05
